city,state,slug,market_type,peak_season_start,peak_season_end,llm_context,category,tier_order,tier_name,pricing_type,price_low_peak,price_high_peak,price_low_off_peak,price_high_off_peak,blurb,foodModel,alcoholModel,foodMinimum,alcoholMinimum,minimumIsCombined
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Music & Entertainment,1,Premium Live Band (10â€“12 Piece),flat,16000,28000,13000,22000,"A full 10 to 12-piece band with vocalist, horn section, and full rhythm section. Mountain destination band pricing runs above Denver market rates due to band travel from Denver or Salt Lake, accommodation costs for multi-day mountain weddings, and the destination wedding premium for booked-out summer Saturdays. Top wedding bands serving The Little Nell and Four Seasons Vail run $16,000 to $28,000 at the marquee level.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Music & Entertainment,2,Live Band (6â€“8 Piece),flat,8000,15000,6500,12500,"A full reception band of 6 to 8 musicians. Denver and Salt Lake Bay Area wedding bands routinely travel to Aspen-Vail for $8,000 to $15,000 packages reflecting destination-level pricing including travel and accommodation. The Colorado Symphony freelance community and Salt Lake/Park City music scene provide deep talent.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Music & Entertainment,3,Live Band (Ceremony or Cocktail Only),flat,2200,5800,1900,5000,"A string quartet, jazz trio, or acoustic Americana duo for the ceremony and cocktail hour paired with a DJ for the reception. Combined with a reception DJ, total entertainment runs $2,200 to $5,800. Mountain ceremony locations (particularly the on-mountain wedding decks) often have practical limits on amplified music due to elevation and weather.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Music & Entertainment,4,DJ,flat,1800,4200,1500,3500,"A professional wedding DJ for the full reception. Established mountain-destination DJs serving major Aspen-Vail venues run $1,800 to $4,200. Many of Colorado's top wedding DJs travel up from Denver for mountain weddings, with travel premiums priced in.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Music & Entertainment,5,Curated Playlist / Friend,flat,150,600,150,500,"A curated playlist managed by a trusted friend through a venue-provided or rented sound system. Works for intimate elopements at Maroon Bells, micro-weddings at small lodge venues, and small backyard gatherings. For anything at major Aspen-Vail resort venues with sound system requirements, this tier typically isn't permitted.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Photography & Video,1,Luxury Editorial Team,flat,14000,24000,11500,19000,"Lead photographer, second photographer, and a cinematographer producing a feature film and highlight reel. Top mountain destination editorial photographers serving The Little Nell, Four Seasons Vail, and Aspen-Vail luxury venues run $14,000 to $24,000 for the complete package. The Rocky Mountains' extraordinary photogenic backdrops â€” Maroon Bells, Aspen Mountain summit, Vail Valley, alpine wildflower meadows â€” reward photographers with destination-level mountain expertise.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Photography & Video,2,Lead + Second Shooter + Full Video,flat,8500,14500,7000,12000,"Lead photographer, second shooter, and full videography with feature film and highlight reel. Full-team mountain destination packages at established Aspen-Vail venues run $8,500 to $14,500. The technical demands of mountain wedding photography â€” high altitude light conditions, dramatic landscape contexts, rapidly changing weather â€” reward photographers with specific local experience.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Photography & Video,3,Lead Photographer + Video,flat,5500,10000,4800,8500,"A strong lead photographer paired with a highlight film videographer. Mid-market mountain packages including full-day photography and a three- to five-minute highlight film run $5,500 to $10,000 with skilled local talent.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Photography & Video,4,Lead Photographer Only,flat,4000,7500,3500,6500,"A single experienced photographer, full-day coverage, no video. Experienced Aspen-Vail wedding photographers who know mountain light conditions, ski resort venues, and the specific compositional challenges of dramatic alpine backdrops run $4,000 to $7,500.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Photography & Video,5,Friend / Hobbyist,flat,350,1500,350,1300,"A trusted friend or a newer photographer building their portfolio. Works for intimate elopements at Maroon Bells, micro-weddings at small lodge venues, and small ceremonies at Pitkin County Courthouse. For anything at The Little Nell, Four Seasons Vail, or comparable Aspen-Vail destination venues, a professional photographer with mountain experience is functionally required.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Wedding Planner,1,Full-Service Planner,flat,10000,22000,8500,18000,"Full-service planning in Aspen-Vail. Destination wedding planners managing celebrations at major mountain resort venues run $10,000 to $22,000. Most Aspen-Vail couples plan from out of town and require comprehensive local expertise including vendor sourcing, multi-day event coordination, and the complex logistics of mountain weddings (shuttle coordination, altitude adjustments, weather contingencies). Established mountain destination planners often charge 10 to 15 percent of overall wedding budget.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Wedding Planner,2,Partial Planning,flat,5500,11000,4500,9000,"Partial planning for couples who have booked their venue but need substantial local expertise for vendor sourcing, contract review, and mountain destination logistics. The complexity of multi-day mountain weddings (rehearsal dinners, welcome receptions, the wedding day, farewell brunches) makes local expertise particularly valuable.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Wedding Planner,3,Day-Of Coordinator,flat,2400,5000,2000,4200,"Day-of coordination for any Aspen-Vail venue. Most major mountain destination venues explicitly require a professional planner. Standalone day-of coordination runs $2,400 to $5,000 â€” well above urban Colorado averages due to the destination wedding complexity.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Wedding Planner,4,DIY / No Coordinator,flat,0,0,0,0,"No professional planning or coordination. Realistic only for intimate elopements at Maroon Bells, micro-weddings at small lodge venues, and small ceremonies of 20 or fewer guests. For any major Aspen-Vail destination wedding, the absence of a professional planner is functionally impossible â€” most resort venues require one as a contract condition.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Stationery & Invitations,1,Custom Letterpress / Foil,flat,2000,5500,2000,5000,"Bespoke letterpress or foil-stamped suites from Denver and Aspen boutique paper designers specializing in Rocky Mountain aesthetics: aspen tree silhouettes, mountain peak illustrations, columbine flowers (Colorado's state flower), evergreen branches, and engraved letterpress on cotton stock. A fully custom letterpress suite runs $2,000 to $5,500.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Stationery & Invitations,2,Printed Suite (Online Designer),flat,450,2000,450,1800,"Semi-custom and designer-template suites from Minted, Zola, or Artifact Uprising. A standard digitally printed suite of 100 sets runs $537 to $783 on Minted. Add save-the-dates and day-of paper goods, and a full package runs $450 to $2,000.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Stationery & Invitations,3,Digital Invitations,flat,30,130,30,110,"Paperless Post, Zola's digital invite tools, or a custom digital invite. Free platforms available; Paperless Post premium designs run $1 to $3 per send.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Stationery & Invitations,4,No Formal Stationery,flat,0,30,0,25,"Word of mouth, a free Zola or The Knot wedding website, and personal outreach. Appropriate for elopements at Maroon Bells, micro-weddings, and intimate family gatherings. A Colorado marriage license costs $30 in Pitkin or Eagle County, valid for 35 days â€” Colorado has no waiting period before the ceremony.",extra,extra,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Venue,1,Iconic Estate / Landmark Institution,flat,75000,150000,45000,100000,"The Little Nell in Aspen â€” Aspen's most iconic luxury hotel with the Wedding Deck at 11,212 feet atop Aspen Mountain (panoramic mountain views, gondola access, capacity 250), reception venues in the Sundeck (500 seated guests) and Aspen Mountain Club (250 seated), average cost around $75,000 â€” anchors the iconic landmark tier. Hotel Jerome (Aspen's legendary 1889 Victorian landmark) and Aspen Meadows Resort round out the most prestigious tier. Aspen wedding budgets typically run $70,000 to $200,000+ when guest accommodations, multi-day events, and premium vendor teams are included.",included,included,,,false
Aspen / Vail,Colorado,aspen-vail,destination,June,September,,Venue,2,Private Estate / Historic Mansion,flat,28000,60000,18000,42000,"The 10th at Vail Mountain (on-mountain dining experience grand mountain lodge with contemporary flair, mountaintop ceremony access available summer only as add-on), Piney River Ranch in Vail (a lakeside ranch venue with mountain backdrop), Beaver Creek Mountain venues, and Camp Hale Weddings (historic WWII training site near Vail) operate in this estate tier. Private full-property mountain estate buyouts in Aspen and Vail run $28,000 to $60,000 in site fees, before catering, multi-day accommodations, and the substantial logistics of mountain venues.",included,included,,,false
